orf_id	gene	transcript	orf_biotype	final_tier	is_peptidein	strand	chrom	n_exons	length_aa	length_bp	intervals_1based	intervals_0based	min_start_0based	max_end_0based	span_bp
c8norep102	BAALC-AS2	ENST00000436771	lncRNA-ORF	4	False	-	chr8	1	105	318	chr8:103133027-103133344	chr8:103133026-103133344	103133026	103133344	318
c8norep103	nan	nan	mixed	4	False	-	chr8	2	29	90	chr8:103483461-103483515+chr8:103498176-103498210	chr8:103483460-103483515;chr8:103498175-103498210	103483460	103498210	14750
c8norep104	ENSG00000253477	ENST00000517376	lncRNA-ORF	4	False	-	chr8	1	34	105	chr8:103487577-103487681	chr8:103487576-103487681	103487576	103487681	105
c8norep105	ENSG00000253477	ENST00000517376	lncRNA-ORF	4	False	-	chr8	1	44	135	chr8:103499068-103499202	chr8:103499067-103499202	103499067	103499202	135
c8norep106	nan	nan	mixed	4	False	-	chr8	2	56	171	chr8:104379725-104379843+chr8:104381184-104381235	chr8:104379724-104379843;chr8:104381183-104381235	104379724	104381235	1511
c8norep107	ZFPM2-AS1	ENST00000520594	lncRNA-ORF	1B	True	-	chr8	4	98	297	chr8:105787547-105787596+chr8:105798325-105798442+chr8:105927651-105927717+chr8:106060381-106060442	chr8:105787546-105787596;chr8:105798324-105798442;chr8:105927650-105927717;chr8:106060380-106060442	105787546	106060442	272896
c8norep108	ZFPM2-AS1	ENST00000509144	lncRNA-ORF	4	False	-	chr8	4	92	279	chr8:105797202-105797224+chr8:105798325-105798442+chr8:105927642-105927717+chr8:106060381-106060442	chr8:105797201-105797224;chr8:105798324-105798442;chr8:105927641-105927717;chr8:106060380-106060442	105797201	106060442	263241
c8norep109	OXR1	ENST00000521369	lncRNA-ORF	4	False	+	chr8	1	17	54	chr8:106271996-106272049	chr8:106271995-106272049	106271995	106272049	54
c8norep110	ANGPT1	ENST00000517746	intORF	4	False	-	chr8	1	38	117	chr8:107497291-107497407	chr8:107497290-107497407	107497290	107497407	117
c8norep111	PKHD1L1	ENST00000378402	intORF	1B	False	+	chr8	2	41	126	chr8:109523309-109523386+chr8:109526784-109526831	chr8:109523308-109523386;chr8:109526783-109526831	109523308	109526831	3523
c8norep112	nan	nan	mixed	4	False	+	chr8	1	24	75	chr8:109539726-109539800	chr8:109539725-109539800	109539725	109539800	75
c8norep113	nan	nan	mixed	4	False	+	chr8	2	60	183	chr8:109539781-109539919+chr8:109550810-109550853	chr8:109539780-109539919;chr8:109550809-109550853	109539780	109550853	11073
c8norep114	KCNV1	ENST00000524391	uORF	4	False	-	chr8	1	32	99	chr8:109975033-109975131	chr8:109975032-109975131	109975032	109975131	99
c8norep115	LINC01608	ENST00000524283	lncRNA-ORF	4	False	-	chr8	2	58	177	chr8:111004706-111004769+chr8:111005530-111005642	chr8:111004705-111004769;chr8:111005529-111005642	111004705	111005642	937
c8norep116	LINC01608	ENST00000657323	lncRNA-ORF	4	False	-	chr8	2	37	114	chr8:111005560-111005649+chr8:111027306-111027329	chr8:111005559-111005649;chr8:111027305-111027329	111005559	111027329	21770
c8norep117	EXT1	ENST00000378204	intORF	2B	False	-	chr8	1	91	276	chr8:118110641-118110916	chr8:118110640-118110916	118110640	118110916	276
c8norep118	SAMD12	ENST00000314727	intORF	4	False	-	chr8	1	22	69	chr8:118439858-118439926	chr8:118439857-118439926	118439857	118439926	69
c8norep119	MAL2	ENST00000614891	dORF	4	False	+	chr8	1	26	81	chr8:119243539-119243619	chr8:119243538-119243619	119243538	119243619	81
c8norep120	MRPL13	ENST00000518696	lncRNA-ORF	4	False	-	chr8	1	33	102	chr8:120445176-120445277	chr8:120445175-120445277	120445175	120445277	102
c8norep121	ZHX2	ENST00000314393	uORF	4	False	+	chr8	1	16	51	chr8:122951297-122951347	chr8:122951296-122951347	122951296	122951347	51
c8norep122	ZHX1	ENST00000395571	dORF	4	False	-	chr8	1	29	90	chr8:123250156-123250245	chr8:123250155-123250245	123250155	123250245	90
c8norep123	NTAQ1	ENST00000287387	intORF	2B	False	+	chr8	2	43	132	chr8:123416860-123416932+chr8:123427924-123427982	chr8:123416859-123416932;chr8:123427923-123427982	123416859	123427982	11123
c8norep124	RN7SL329P	ENST00000467740	lncRNA-ORF	4	False	+	chr8	1	27	84	chr8:125270804-125270887	chr8:125270803-125270887	125270803	125270887	84
c8norep125	LINC02964	ENST00000651999	lncRNA-ORF	4	False	+	chr8	1	35	108	chr8:125942582-125942689	chr8:125942581-125942689	125942581	125942689	108
c8norep126	CASC19	ENST00000641421	lncRNA-ORF	4	False	-	chr8	2	50	153	chr8:127141482-127141571+chr8:127143763-127143825	chr8:127141481-127141571;chr8:127143762-127143825	127141481	127143825	2344
c8norep127	CASC19	ENST00000641001	lncRNA-ORF	4	False	-	chr8	1	29	90	chr8:127168914-127169003	chr8:127168913-127169003	127168913	127169003	90
c8norep128	CASC19	ENST00000641001	lncRNA-ORF	4	False	-	chr8	1	20	63	chr8:127185174-127185236	chr8:127185173-127185236	127185173	127185236	63
c8norep129	CASC19	ENST00000641001	lncRNA-ORF	4	False	-	chr8	1	81	246	chr8:127185270-127185515	chr8:127185269-127185515	127185269	127185515	246
c8norep130	CASC19	ENST00000641001	lncRNA-ORF	4	False	-	chr8	1	23	72	chr8:127185690-127185761	chr8:127185689-127185761	127185689	127185761	72
c8norep131	CASC19	ENST00000500112	lncRNA-ORF	2B	False	-	chr8	1	39	120	chr8:127209242-127209361	chr8:127209241-127209361	127209241	127209361	120
c8norep132	CASC19	ENST00000500112	lncRNA-ORF	4	False	-	chr8	1	22	69	chr8:127209643-127209711	chr8:127209642-127209711	127209642	127209711	69
c8norep133	CASC8	ENST00000501396	lncRNA-ORF	4	False	-	chr8	1	30	93	chr8:127289859-127289951	chr8:127289858-127289951	127289858	127289951	93
c8norep134	CASC8	ENST00000501396	lncRNA-ORF	4	False	-	chr8	1	20	63	chr8:127289974-127290036	chr8:127289973-127290036	127289973	127290036	63
c8norep135	nan	nan	mixed	2B	False	+	chr8	2	65	198	chr8:127339333-127339435+chr8:127392504-127392598	chr8:127339332-127339435;chr8:127392503-127392598	127339332	127392598	53266
c8norep136	PVT1	ENST00000504719	lncRNA-ORF	4	False	+	chr8	1	22	69	chr8:127794635-127794703	chr8:127794634-127794703	127794634	127794703	69
c8norep137	PVT1	ENST00000657449	lncRNA-ORF	4	False	+	chr8	2	30	93	chr8:127794685-127794734+chr8:127851934-127851976	chr8:127794684-127794734;chr8:127851933-127851976	127794684	127851976	57292
c8norep138	PVT1	ENST00000652883	lncRNA-ORF	4	False	+	chr8	2	58	177	chr8:128045357-128045430+chr8:128070160-128070262	chr8:128045356-128045430;chr8:128070159-128070262	128045356	128070262	24906
c8norep139	PVT1	ENST00000660146	lncRNA-ORF	4	False	+	chr8	2	28	87	chr8:128045357-128045430+chr8:128096518-128096530	chr8:128045356-128045430;chr8:128096517-128096530	128045356	128096530	51174
c8norep140	PVT1	ENST00000660146	lncRNA-ORF	4	False	+	chr8	2	46	141	chr8:128045391-128045430+chr8:128096518-128096618	chr8:128045390-128045430;chr8:128096517-128096618	128045390	128096618	51228
c8norep141	PVT1	ENST00000522414	lncRNA-ORF	4	False	+	chr8	1	45	138	chr8:128049602-128049739	chr8:128049601-128049739	128049601	128049739	138
c8norep142	PVT1	ENST00000512617	lncRNA-ORF	4	False	+	chr8	2	38	117	chr8:128070346-128070361+chr8:128096518-128096618	chr8:128070345-128070361;chr8:128096517-128096618	128070345	128096618	26273
c8norep143	GSDMC	ENST00000276708	uORF	4	False	-	chr8	1	23	72	chr8:129786457-129786528	chr8:129786456-129786528	129786456	129786528	72
c8norep144	ASAP1	ENST00000518721	intORF	1B	False	-	chr8	3	50	153	chr8:130236978-130236994+chr8:130358017-130358143+chr8:130401885-130401893	chr8:130236977-130236994;chr8:130358016-130358143;chr8:130401884-130401893	130236977	130401893	164916
c8norep145	ST3GAL1	ENST00000522652	dORF	4	False	-	chr8	1	192	579	chr8:133459167-133459745	chr8:133459166-133459745	133459166	133459745	579
c8norep146	ST3GAL1	ENST00000522652	uORF	4	False	-	chr8	1	29	90	chr8:133476511-133476600	chr8:133476510-133476600	133476510	133476600	90
c8norep147	COL22A1	ENST00000303045	uORF	4	False	-	chr8	1	31	96	chr8:138913776-138913871	chr8:138913775-138913871	138913775	138913871	96
c8norep148	SLC45A4	ENST00000517878	uORF	4	False	-	chr8	1	61	186	chr8:141254268-141254453	chr8:141254267-141254453	141254267	141254453	186
c8norep149	PTP4A3	ENST00000523147	uoORF	4	False	+	chr8	2	25	78	chr8:141421606-141421610+chr8:141422181-141422253	chr8:141421605-141421610;chr8:141422180-141422253	141421605	141422253	648
c8norep150	PSCA	ENST00000301258	dORF	4	False	+	chr8	1	94	285	chr8:142682260-142682544	chr8:142682259-142682544	142682259	142682544	285
c8norep151	LY6E-DT	ENST00000517833	lncRNA-ORF	4	False	-	chr8	1	21	66	chr8:142982184-142982249	chr8:142982183-142982249	142982183	142982249	66
c8norep152	LINC02904	ENST00000517653	lncRNA-ORF	4	False	+	chr8	1	69	210	chr8:143039261-143039470	chr8:143039260-143039470	143039260	143039470	210
c8norep153	LINC02904	ENST00000395172	lncRNA-ORF	4	False	+	chr8	4	132	399	chr8:143043002-143043087+chr8:143043163-143043262+chr8:143044649-143044817+chr8:143049209-143049252	chr8:143043001-143043087;chr8:143043162-143043262;chr8:143044648-143044817;chr8:143049208-143049252	143043001	143049252	6251
c8norep154	LINC02904	ENST00000702083	lncRNA-ORF	4	False	+	chr8	1	36	111	chr8:143047712-143047822	chr8:143047711-143047822	143047711	143047822	111
c8norep155	nan	nan	mixed	4	False	-	chr8	2	20	63	chr8:143567852-143567888+chr8:143568552-143568577	chr8:143567851-143567888;chr8:143568551-143568577	143567851	143568577	726
c8norep156	EEF1D	ENST00000618139	intORF	4	False	-	chr8	1	29	90	chr8:143589934-143590023	chr8:143589933-143590023	143589933	143590023	90
c8norep157	ZNF707	ENST00000358656	dORF	4	False	+	chr8	1	165	498	chr8:143694717-143695214	chr8:143694716-143695214	143694716	143695214	498
c8norep158	IQANK1	ENST00000534398	lncRNA-ORF	4	False	+	chr8	1	37	114	chr8:143741772-143741885	chr8:143741771-143741885	143741771	143741885	114
c8norep159	IQANK1	ENST00000534398	lncRNA-ORF	1B	False	+	chr8	1	56	171	chr8:143741943-143742113	chr8:143741942-143742113	143741942	143742113	171
c8norep160	SHARPIN	ENST00000398712	intORF	2B	False	-	chr8	2	44	135	chr8:144099938-144100069+chr8:144103051-144103053	chr8:144099937-144100069;chr8:144103050-144103053	144099937	144103053	3116
c8norep161	DGAT1	ENST00000332324	uORF	4	False	-	chr8	1	30	93	chr8:144326786-144326878	chr8:144326785-144326878	144326785	144326878	93
c8norep162	SLC52A2	ENST00000526338	uORF	4	False	+	chr8	2	33	102	chr8:144358581-144358610+chr8:144359184-144359255	chr8:144358580-144358610;chr8:144359183-144359255	144358580	144359255	675
c8norep163	TONSL	ENST00000409379	intORF	4	False	-	chr8	2	29	90	chr8:144442783-144442806+chr8:144443138-144443203	chr8:144442782-144442806;chr8:144443137-144443203	144442782	144443203	421
c8norep164	PPP1R16A	ENST00000435887	intORF	4	False	+	chr8	2	28	87	chr8:144501251-144501294+chr8:144501520-144501562	chr8:144501250-144501294;chr8:144501519-144501562	144501250	144501562	312
c8norep165	LRRC14	ENST00000292524	dORF	4	False	+	chr8	1	24	75	chr8:144522599-144522673	chr8:144522598-144522673	144522598	144522673	75
c8norep166	ZNF7	ENST00000532777	intORF	4	False	+	chr8	2	23	72	chr8:144837449-144837507+chr8:144841355-144841367	chr8:144837448-144837507;chr8:144841354-144841367	144837448	144841367	3919
c9norep1	KANK1	ENST00000382303	uORF	1B	False	+	chr9	1	26	81	chr9:540529-540609	chr9:540528-540609	540528	540609	81
c9norep2	VLDLR-AS1	ENST00000416826	lncRNA-ORF	4	False	-	chr9	3	109	330	chr9:2525539-2525717+chr9:2536359-2536453+chr9:2539399-2539454	chr9:2525538-2525717;chr9:2536358-2536453;chr9:2539398-2539454	2525538	2539454	13916
c9norep3	VLDLR-AS1	ENST00000416826	lncRNA-ORF	4	False	-	chr9	2	18	57	chr9:2525694-2525717+chr9:2536359-2536391	chr9:2525693-2525717;chr9:2536358-2536391	2525693	2536391	10698
c9norep4	VLDLR-AS1	ENST00000424605	lncRNA-ORF	4	False	-	chr9	2	30	93	chr9:2535956-2536015+chr9:2536359-2536391	chr9:2535955-2536015;chr9:2536358-2536391	2535955	2536391	436
c9norep5	VLDLR-AS1	ENST00000424605	lncRNA-ORF	4	False	-	chr9	3	63	192	chr9:2535975-2536015+chr9:2536359-2536453+chr9:2539399-2539454	chr9:2535974-2536015;chr9:2536358-2536453;chr9:2539398-2539454	2535974	2539454	3480
c9norep6	JAK2	ENST00000381652	intORF	4	False	+	chr9	2	32	99	chr9:5044453-5044520+chr9:5050686-5050716	chr9:5044452-5044520;chr9:5050685-5050716	5044452	5050716	6264
c9norep7	PDCD1LG2	ENST00000397747	uORF	2B	False	+	chr9	1	57	174	chr9:5510561-5510734	chr9:5510560-5510734	5510560	5510734	174
c9norep8	ENSG00000286162	ENST00000650674	lncRNA-ORF	4	False	-	chr9	1	27	84	chr9:5577348-5577431	chr9:5577347-5577431	5577347	5577431	84
c9norep9	KDM4C	ENST00000381306	uORF	4	False	+	chr9	1	18	57	chr9:6757789-6757845	chr9:6757788-6757845	6757788	6757845	57
c9norep10	LURAP1L	ENST00000319264	uORF	1B	False	+	chr9	1	17	54	chr9:12775213-12775266	chr9:12775212-12775266	12775212	12775266	54
c9norep11	ENSG00000234740	ENST00000442428	lncRNA-ORF	4	False	-	chr9	1	44	135	chr9:13276576-13276710	chr9:13276575-13276710	13276575	13276710	135
c9norep12	NFIB	ENST00000380953	uORF	4	False	-	chr9	1	18	57	chr9:14313521-14313577	chr9:14313520-14313577	14313520	14313577	57
c9norep13	nan	nan	mixed	4	False	-	chr9	2	29	90	chr9:14677431-14677472+chr9:14680033-14680080	chr9:14677430-14677472;chr9:14680032-14680080	14677430	14680080	2650
c9norep14	CER1	ENST00000380911	intORF	4	False	-	chr9	1	42	129	chr9:14722480-14722608	chr9:14722479-14722608	14722479	14722608	129
c9norep15	FREM1	ENST00000380880	uORF	4	False	-	chr9	1	34	105	chr9:14910147-14910251	chr9:14910146-14910251	14910146	14910251	105
c9norep16	BNC2	ENST00000380667	uoORF	2B	False	-	chr9	3	52	159	chr9:16583064-16583085+chr9:16738360-16738485+chr9:16870646-16870656	chr9:16583063-16583085;chr9:16738359-16738485;chr9:16870645-16870656	16583063	16870656	287593
c9norep17	FOCAD	ENST00000380249	uORF	4	False	+	chr9	1	38	117	chr9:20658695-20658811	chr9:20658694-20658811	20658694	20658811	117
c9norep18	MIR31HG	ENST00000304425	lncRNA-ORF	4	False	-	chr9	2	29	90	chr9:21477016-21477035+chr9:21477169-21477238	chr9:21477015-21477035;chr9:21477168-21477238	21477015	21477238	223
c9norep19	MIR31HG	ENST00000304425	lncRNA-ORF	4	False	-	chr9	2	120	363	chr9:21477265-21477292+chr9:21559489-21559823	chr9:21477264-21477292;chr9:21559488-21559823	21477264	21559823	82559
c9norep20	CAAP1	ENST00000625311	uORF	2B	False	-	chr9	1	25	78	chr9:26892265-26892342	chr9:26892264-26892342	26892264	26892342	78
c9norep21	TEK	ENST00000380036	uORF	4	False	+	chr9	1	17	54	chr9:27109424-27109477	chr9:27109423-27109477	27109423	27109477	54
c9norep22	TEK	ENST00000380036	uoORF	4	False	+	chr9	1	17	54	chr9:27109550-27109603	chr9:27109549-27109603	27109549	27109603	54
c9norep23	nan	nan	mixed	4	False	-	chr9	2	40	123	chr9:32989782-32989895+chr9:33001516-33001524	chr9:32989781-32989895;chr9:33001515-33001524	32989781	33001524	11743
c9norep24	nan	nan	mixed	4	False	-	chr9	1	18	57	chr9:33001468-33001524	chr9:33001467-33001524	33001467	33001524	57
c9norep25	NFX1	ENST00000379540	intORF	4	False	+	chr9	1	47	144	chr9:33294579-33294722	chr9:33294578-33294722	33294578	33294722	144
c9norep26	AQP3	ENST00000297991	dORF	4	False	-	chr9	1	87	264	chr9:33441475-33441738	chr9:33441474-33441738	33441474	33441738	264
c9norep27	AQP3	ENST00000297991	dORF	4	False	-	chr9	1	58	177	chr9:33441609-33441785	chr9:33441608-33441785	33441608	33441785	177
c9norep28	PRSS3	ENST00000379405	intORF	4	False	+	chr9	1	26	81	chr9:33797879-33797959	chr9:33797878-33797959	33797878	33797959	81
c9norep29	RN7SKP114	ENST00000410327	lncRNA-ORF	4	False	+	chr9	1	18	57	chr9:34050070-34050126	chr9:34050069-34050126	34050069	34050126	57
c9norep30	DCAF12	ENST00000361264	intORF	4	False	-	chr9	1	20	63	chr9:34125118-34125180	chr9:34125117-34125180	34125117	34125180	63
c9norep31	MYORG	ENST00000297625	uORF	4	False	-	chr9	2	18	57	chr9:34372954-34373006+chr9:34376793-34376796	chr9:34372953-34373006;chr9:34376792-34376796	34372953	34376796	3843
c9norep32	nan	nan	mixed	4	False	-	chr9	2	34	105	chr9:34381120-34381131+chr9:34381369-34381461	chr9:34381119-34381131;chr9:34381368-34381461	34381119	34381461	342
c9norep33	ENSG00000230074	ENST00000434627	lncRNA-ORF	4	False	+	chr9	1	16	51	chr9:34681103-34681153	chr9:34681102-34681153	34681102	34681153	51
c9norep34	FAM166B	ENST00000399742	uoORF	4	False	-	chr9	2	44	135	chr9:35563331-35563389+chr9:35563767-35563842	chr9:35563330-35563389;chr9:35563766-35563842	35563330	35563842	512
c9norep35	nan	nan	mixed	1B	False	+	chr9	2	55	168	chr9:36573044-36573198+chr9:36581644-36581656	chr9:36573043-36573198;chr9:36581643-36581656	36573043	36581656	8613
c9norep36	ENSG00000250850	ENST00000509911	lncRNA-ORF	1B	False	+	chr9	2	49	150	chr9:37002710-37002844+chr9:37007450-37007464	chr9:37002709-37002844;chr9:37007449-37007464	37002709	37007464	4755
c9norep37	ENSG00000260100	ENST00000569583	lncRNA-ORF	4	False	-	chr9	1	52	159	chr9:37079546-37079704	chr9:37079545-37079704	37079545	37079704	159
c9norep38	EBLN3P	ENST00000625445	lncRNA-ORF	2B	False	+	chr9	1	27	84	chr9:37087398-37087481	chr9:37087397-37087481	37087397	37087481	84
c9norep39	EBLN3P	ENST00000625445	lncRNA-ORF	1B	False	+	chr9	1	29	90	chr9:37087426-37087515	chr9:37087425-37087515	37087425	37087515	90
c9norep40	ZCCHC7	ENST00000336755	intORF	2B	False	+	chr9	1	20	63	chr9:37126493-37126555	chr9:37126492-37126555	37126492	37126555	63
c9norep41	TOMM5	ENST00000401811	dORF	4	False	-	chr9	1	18	57	chr9:37588653-37588709	chr9:37588652-37588709	37588652	37588709	57
c9norep42	TOMM5	ENST00000401811	dORF	4	False	-	chr9	1	20	63	chr9:37588732-37588794	chr9:37588731-37588794	37588731	37588794	63
c9norep43	TOMM5	ENST00000401811	dORF	2B	False	-	chr9	1	16	51	chr9:37588827-37588877	chr9:37588826-37588877	37588826	37588877	51
c9norep44	nan	nan	mixed	2B	False	+	chr9	2	41	126	chr9:37762020-37762117+chr9:37762543-37762570	chr9:37762019-37762117;chr9:37762542-37762570	37762019	37762570	551
c9norep45	SLC25A51	ENST00000377716	uORF	4	False	-	chr9	1	32	99	chr9:37903592-37903690	chr9:37903591-37903690	37903591	37903690	99
c9norep46	IGFBPL1	ENST00000377694	dORF	4	False	-	chr9	1	22	69	chr9:38409125-38409193	chr9:38409124-38409193	38409124	38409193	69
c9norep47	GLIDR	ENST00000627065	lncRNA-ORF	4	False	-	chr9	3	91	276	chr9:39808741-39808761+chr9:39809486-39809615+chr9:39809731-39809855	chr9:39808740-39808761;chr9:39809485-39809615;chr9:39809730-39809855	39808740	39809855	1115
c9norep48	LINC01410	ENST00000424345	lncRNA-ORF	4	False	+	chr9	1	30	93	chr9:62804037-62804129	chr9:62804036-62804129	62804036	62804129	93
c9norep49	PIP5K1B	ENST00000474356	lncRNA-ORF	4	False	+	chr9	1	34	105	chr9:68707842-68707946	chr9:68707841-68707946	68707841	68707946	105
c9norep50	FXN	ENST00000484259	doORF	4	False	+	chr9	1	103	312	chr9:69072762-69073073	chr9:69072761-69073073	69072761	69073073	312
c9norep51	KLF9	ENST00000377126	uORF	4	False	-	chr9	1	32	99	chr9:70413719-70413817	chr9:70413718-70413817	70413718	70413817	99
c9norep52	KLF9	ENST00000377126	uORF	2B	False	-	chr9	1	35	108	chr9:70414054-70414161	chr9:70414053-70414161	70414053	70414161	108
c9norep53	nan	nan	mixed	4	False	-	chr9	2	31	96	chr9:70864477-70864511+chr9:70868986-70869046	chr9:70864476-70864511;chr9:70868985-70869046	70864476	70869046	4570
c9norep54	C9orf85	ENST00000377031	uORF	4	False	+	chr9	1	55	168	chr9:71911559-71911726	chr9:71911558-71911726	71911558	71911726	168
c9norep55	RORB	ENST00000376896	uoORF	4	False	+	chr9	2	17	54	chr9:74497945-74497983+chr9:74630282-74630296	chr9:74497944-74497983;chr9:74630281-74630296	74497944	74630296	132352
c9norep56	NMRK1	ENST00000466137	lncRNA-ORF	4	False	-	chr9	1	36	111	chr9:75087681-75087791	chr9:75087680-75087791	75087680	75087791	111
c9norep57	TLE4	ENST00000376552	uORF	4	False	+	chr9	1	65	198	chr9:79572583-79572780	chr9:79572582-79572780	79572582	79572780	198
c9norep58	FRMD3	ENST00000304195	intORF	4	False	-	chr9	1	35	108	chr9:83248229-83248336	chr9:83248228-83248336	83248228	83248336	108
c9norep59	RMI1	ENST00000445877	uORF	2B	False	+	chr9	2	20	63	chr9:83980861-83980891+chr9:83999709-83999740	chr9:83980860-83980891;chr9:83999708-83999740	83980860	83999740	18880
c9norep60	ISCA1	ENST00000375991	uoORF	4	False	-	chr9	2	65	198	chr9:86274205-86274242+chr9:86282378-86282537	chr9:86274204-86274242;chr9:86282377-86282537	86274204	86282537	8333
c9norep61	LINC02893	ENST00000602579	lncRNA-ORF	4	False	-	chr9	2	77	234	chr9:87010092-87010210+chr9:87041871-87041985	chr9:87010091-87010210;chr9:87041870-87041985	87010091	87041985	31894
c9norep62	DAPK1	ENST00000408954	uoORF	4	False	+	chr9	1	31	96	chr9:87498986-87499081	chr9:87498985-87499081	87498985	87499081	96
c9norep63	SPIN1	ENST00000375859	uoORF	2B	False	+	chr9	1	16	51	chr9:88426536-88426586	chr9:88426535-88426586	88426535	88426586	51
c9norep64	SHC3	ENST00000375835	uoORF	4	False	-	chr9	1	30	93	chr9:89178438-89178530	chr9:89178437-89178530	89178437	89178530	93
c9norep65	SHC3	ENST00000375835	uORF	4	False	-	chr9	1	27	84	chr9:89178632-89178715	chr9:89178631-89178715	89178631	89178715	84
c9norep66	SEMA4D	ENST00000356444	uORF	4	False	-	chr9	2	30	93	chr9:89418369-89418437+chr9:89455888-89455911	chr9:89418368-89418437;chr9:89455887-89455911	89418368	89455911	37543
c9norep67	ENSG00000237372	ENST00000444374	lncRNA-ORF	4	False	+	chr9	1	16	51	chr9:89701759-89701809	chr9:89701758-89701809	89701758	89701809	51
c9norep68	LINC00484	ENST00000423719	lncRNA-ORF	4	False	+	chr9	1	55	168	chr9:91163097-91163264	chr9:91163096-91163264	91163096	91163264	168
c9norep69	NOL8	ENST00000545558	uORF	4	False	-	chr9	1	52	159	chr9:92324990-92325148	chr9:92324989-92325148	92324989	92325148	159
c9norep70	ECM2	ENST00000344604	intORF	4	False	-	chr9	1	36	111	chr9:92500827-92500937	chr9:92500826-92500937	92500826	92500937	111
c9norep71	NINJ1	ENST00000375446	dORF	4	False	-	chr9	1	90	273	chr9:93121876-93122148	chr9:93121875-93122148	93121875	93122148	273
c9norep72	AOPEP	ENST00000375315	intORF	4	False	+	chr9	3	41	126	chr9:95060803-95060810+chr9:95080694-95080780+chr9:95082575-95082605	chr9:95060802-95060810;chr9:95080693-95080780;chr9:95082574-95082605	95060802	95082605	21803
c9norep73	AOPEP	ENST00000375315	dORF	4	False	+	chr9	1	57	174	chr9:95086769-95086942	chr9:95086768-95086942	95086768	95086942	174
c9norep74	FANCC	ENST00000433644	lncRNA-ORF	2B	False	-	chr9	2	145	438	chr9:95415765-95416164+chr9:95426724-95426761	chr9:95415764-95416164;chr9:95426723-95426761	95415764	95426761	10997
c9norep75	FANCC	ENST00000433644	lncRNA-ORF	4	False	-	chr9	1	53	162	chr9:95415791-95415952	chr9:95415790-95415952	95415790	95415952	162
c9norep76	ENSG00000271155	ENST00000604104	lncRNA-ORF	4	False	+	chr9	1	121	366	chr9:95506767-95507132	chr9:95506766-95507132	95506766	95507132	366
c9norep77	ERCC6L2-AS1	ENST00000412446	lncRNA-ORF	4	False	-	chr9	1	33	102	chr9:95813663-95813764	chr9:95813662-95813764	95813662	95813764	102
c9norep78	ERCC6L2-AS1	ENST00000412446	lncRNA-ORF	4	False	-	chr9	1	19	60	chr9:95813836-95813895	chr9:95813835-95813895	95813835	95813895	60
c9norep79	PRXL2C	ENST00000375234	dORF	4	False	-	chr9	1	19	60	chr9:96641693-96641752	chr9:96641692-96641752	96641692	96641752	60
c9norep80	ZNF782	ENST00000481138	uORF	4	False	-	chr9	2	102	309	chr9:96853015-96853069+chr9:96854088-96854341	chr9:96853014-96853069;chr9:96854087-96854341	96853014	96854341	1327
c9norep81	nan	nan	mixed	4	False	+	chr9	2	19	60	chr9:97672733-97672781+chr9:97673512-97673522	chr9:97672732-97672781;chr9:97673511-97673522	97672732	97673522	790
c9norep82	TBC1D2	ENST00000465784	intORF	2B	False	-	chr9	1	25	78	chr9:98255240-98255317	chr9:98255239-98255317	98255239	98255317	78
c9norep83	ENSG00000227269	ENST00000450399	lncRNA-ORF	4	False	+	chr9	1	18	57	chr9:99183379-99183435	chr9:99183378-99183435	99183378	99183435	57
c9norep84	NR4A3	ENST00000395097	uORF	4	False	+	chr9	1	47	144	chr9:99822240-99822383	chr9:99822239-99822383	99822239	99822383	144
c9norep85	MSANTD3	ENST00000374886	uORF	4	False	+	chr9	2	30	93	chr9:100427483-100427570+chr9:100441906-100441910	chr9:100427482-100427570;chr9:100441905-100441910	100427482	100441910	14428
c9norep86	MSANTD3	ENST00000398977	uORF	4	False	+	chr9	1	25	78	chr9:100429530-100429607	chr9:100429529-100429607	100429529	100429607	78
c9norep87	MSANTD3	ENST00000395067	intORF	4	False	+	chr9	1	40	123	chr9:100442027-100442149	chr9:100442026-100442149	100442026	100442149	123
c9norep88	PLPPR1	ENST00000395056	uORF	4	False	+	chr9	1	33	102	chr9:101185085-101185186	chr9:101185084-101185186	101185084	101185186	102
c9norep89	PGAP4	ENST00000374848	uORF	4	False	-	chr9	1	18	57	chr9:101487095-101487151	chr9:101487094-101487151	101487094	101487151	57
c9norep90	ABCA1	ENST00000374736	uoORF	4	False	-	chr9	1	36	111	chr9:104903658-104903768	chr9:104903657-104903768	104903657	104903768	111
c9norep91	ZNF462	ENST00000277225	uORF	4	False	+	chr9	2	47	144	chr9:106863233-106863355+chr9:106923354-106923374	chr9:106863232-106863355;chr9:106923353-106923374	106863232	106923374	60142
c9norep92	PTPN3	ENST00000374541	intORF	2B	False	-	chr9	2	27	84	chr9:109457345-109457399+chr9:109463297-109463325	chr9:109457344-109457399;chr9:109463296-109463325	109457344	109463325	5981
c9norep93	TXN	ENST00000374517	dORF	4	False	-	chr9	1	25	78	chr9:110244077-110244154	chr9:110244076-110244154	110244076	110244154	78
c9norep94	HSDL2	ENST00000398805	intORF	2B	False	+	chr9	1	48	147	chr9:112404007-112404153	chr9:112404006-112404153	112404006	112404153	147
c9norep95	HSDL2-AS1	ENST00000457681	lncRNA-ORF	4	False	-	chr9	2	52	159	chr9:112484595-112484624+chr9:112486390-112486518	chr9:112484594-112484624;chr9:112486389-112486518	112484594	112486518	1924
