pair_id	microprotein_gene	microprotein_biotype	microprotein_tier	partner_gene_symbol	partner_uniprot_id	iptm	ptm	binding_mechanism_category	buried_sasa_A2	known_pdb_ppi_overlap_pct	is_active_site_cleft	active_site_min_dist_A	active_site_details	is_binding_site_overlap	binding_site_min_dist_A	partner_domains_contacted	representative_pdb_ids	total_contacts	hbond_count	salt_bridge_count	hydrophobic_count	prodigy_link_density	prodigy_predicted_dg_kcal	microprotein_contact_residues_count	partner_contact_residues_count	microprotein_surface_involvement_pct	mean_interface_pae	aromatic_count	vdw_count	sasa_microprotein_A2	sasa_partner_A2	catalytic_sites_count	binding_sites_count	binding_site_details	known_pdb_interface_residues_count	known_pdb_ppi_overlap_count	partner_plddt	microprotein_plddt
c2norep211_partner_02_CSRP3	TTN-AS1	lncRNA-ORF	4	CSRP3	P50461	0.0744	0.2223	Allosteric Regulatory Surface / Novel Epitope	2557.4	0.0	False		None	False		LIM zinc-binding 1 (10-61); Interaction with TCAP (1-5)	None	59	12	1	2	0.078	-14.44	27	28	31.0	26.47	2	25	7618.2	15194.8	0	0	None	0	0	0.55	0.27
c14riboseqorf81_partner_03_TP53	NUMB	uORF	1B	TP53	P04637	0.0735	0.5094	Known Macromolecular Subunit Competitor / Adaptor	1407.2	90.5	False		None	False	17.53	Interaction with CCAR2 (1-320); Interaction with HRMT1L2 (1-83); Transcription activation (acidic) (1-44); Interaction with HIPK1 (100-370); Required for interaction with ZNF385A (100-300); Required for interaction with FBXO42 (113-236); Interaction with AXIN1 (116-292)	1TSR; 1TUP; 1YCQ; 1YCR; 21EX; 2AC0; 2K8F; 2MWY; 2Z5S; 2Z5T	31	5	2	4	0.123	-7.9	12	21	37.5	29.59	0	9	3291.6	27979.6	0	4	None	293	19	0.71	0.4
c14riboseqorf72_partner_02_SRSF11	SRSF5	uORF	1B	SRSF11	Q05519	0.0733	0.2396	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.49	0.47
c22riboseqorf17_partner_03_CNR1	ADORA2A	uORF	1B	CNR1	P21554	0.0738	0.6015	Peripheral Surface Interaction	572.5	0.0	False		None	False		N/A	None	11	1	1	1	0.172	-11.06	8	8	40.0	30.47	0	5	2514.9	30540.5	0	0	None	43	0	0.69	0.58
c3riboseqorf154_partner_02_MBNL2	MBNL1	uORF	1B	MBNL2	Q5VZF2	0.0732	0.3303	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.79	0.67
c12norep86_partner_03_H3-4	CBX5	lncRNA-ORF	2B	H3-4	Q16695	0.0732	0.334	Known Macromolecular Subunit Competitor / Adaptor	2986.1	96.9	False		None	False		Disordered (1-43)	21EE; 2YBP; 2YBS; 3A6N; 3MO8; 8VMI; 8Z50	75	3	2	17	0.09	-12.9	26	32	60.5	25.15	3	34	3557.0	13108.5	0	0	None	119	31	0.55	0.35
c12norep60_partner_02_GPKOW	nan	mixed	1B	GPKOW	Q92917	0.0735	0.2754	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.68	0.61
c15riboseqorf54_partner_02_FOXA1	TLE3	uORF	1B	FOXA1	P55317	0.0731	0.2399	Peripheral Surface Interaction	649.2	0.0	False		None	False		Disordered (269-392)	None	14	1	0	0	0.194	-14.37	9	8	36.0	30.95	0	5	3120.3	28057.9	0	0	None	40	0	0.41	0.54
c11norep73_partner_02_CNTF	ZFP91	intORF	1B	CNTF	P26441	0.0728	0.7121	Allosteric Regulatory Surface / Novel Epitope	1755.8	8.7	False		None	False		N/A	8D74	40	5	0	6	0.116	-8.48	15	23	60.0	25.35	0	19	3080.6	11827.6	0	0	None	50	2	0.74	0.39
c11norep11_partner_04_IGFBP3	IGF2-AS	lncRNA	1A	IGFBP3	P17936	0.0735	0.2913	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.78	0.73
c2riboseqorf138_partner_02_UBE2E2	UBE2E3	uORF	1B	UBE2E2	Q96LR5	0.0729	0.6025	Active Site Blocker / Competitive Decoy	1689.2	5.0	True	4.42	Glycyl thioester intermediate (res 139)	False		UBC core (55-201)	6W9A	42	4	0	5	0.117	-13.7	18	20	31.6	24.65	0	23	6983.9	14591.2	1	0	None	42	1	0.8	0.42
c8riboseqorf67_partner_05_PEX14	PEX2	uoORF	1B	PEX14	O75381	0.0728	0.227	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.7	0.57
c12norep43_partner_03_SASH3	IRAG2	uORF	1B	SASH3	O75995	0.0727	0.1995	Allosteric Regulatory Surface / Novel Epitope	1320.4	0.0	False		None	False		SAM (252-316); Disordered (1-76)	None	26	5	1	0	0.139	-6.23	11	17	45.8	30.37	0	15	3350.2	26910.7	0	0	None	0	0	0.53	0.63
c11riboseqorf11_partner_02_GPKOW	nan	mixed	1B	GPKOW	Q92917	0.0727	0.2729	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.57	0.7
c8riboseqorf89_partner_08_KRR1	DCAF13	uORF	2B	KRR1	Q13601	0.0727	0.4787	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.75	0.72
c11riboseqorf108_partner_05_POLE3	AP001372.2	lncRNA	1A	POLE3	Q9NRF9	0.0737	0.2509	Peripheral Surface Interaction	320.0	0.0	False		None	False		N/A	None	6	0	0	0	0.4	-8.31	5	3	1.4	27.78	0	3	29379.4	14230.5	0	0	None	0	0	0.68	0.55
c12riboseqorf80_partner_03_SCN1B	nan	mixed	1B	SCN1B	Q07699	0.0727	0.4502	Shared Physiological Complex Interface	152.4	50.0	False		None	False		N/A	21TP; 21TQ; 6J8G; 6J8H; 6J8I; 6J8J; 7W9L; 7W9M; 7W9P; 7W9T	2	0	0	0	0.5	-10.5	2	2	2.2	22.36	0	1	11894.5	16783.3	0	0	None	50	1	0.78	0.57
c4riboseqorf2_partner_10_CBX5	CTBP1	uORF	1B	CBX5	P45973	0.0719	0.2604	Known Macromolecular Subunit Competitor / Adaptor	1910.4	82.6	False		None	False		Chromo 1 (20-78); Chromo 2; shadow subtype (121-179)	3FDT; 8UXQ; 9CDW; 9CMT	38	5	0	9	0.11	-7.06	15	23	46.9	26.17	1	16	3902.8	17334.8	0	0	None	97	19	0.58	0.4
c2riboseqorf69_partner_03_SHISAL2B	TMEM182	intORF	1B	SHISAL2B	A6NKW6	0.0719	0.2886	Peripheral Surface Interaction	442.3	0.0	False		None	False		N/A	None	4	0	0	3	0.333	-9.63	3	4	6.7	21.98	0	0	5988.2	16819.8	0	0	None	0	0	0.71	0.66
c6norep46_partner_03_NUP35	NUP153-AS1	lncRNA-ORF	2B	NUP35	Q8NFH5	0.0723	0.2601	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.63	0.79
c15riboseqorf70_partner_01_PAG1	CSK	uORF	1B	PAG1	Q9NWQ8	0.0718	0.1523	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.71	0.78
c11riboseqorf106_partner_01_LEP	UCP2	uORF	1B	LEP	P41159	0.0726	0.4333	Known Macromolecular Subunit Competitor / Adaptor	2444.6	72.0	False		None	False		N/A	7Z3Q; 8AVE; 8AVF; 8AVO; 8X80; 8X81; 8X85; 9PUO	45	3	2	8	0.072	-18.26	25	25	17.4	27.01	0	19	17351.7	10537.5	0	0	None	49	18	0.68	0.49
c20norep25_partner_01_NDUFS7	NDUFAF5	intORF	1B	NDUFS7	O75251	0.0717	0.6061	Known Macromolecular Subunit Competitor / Adaptor	328.0	100.0	False		None	False	22.32	N/A	5XTB; 5XTD; 9CWT; 9I4I; 9TI4	4	0	1	2	0.333	-9.26	3	4	13.0	27.2	0	1	2851.8	16047.1	0	4	None	102	4	0.74	0.54
c12riboseqorf23_partner_01_ETV6	CREBL2	uORF	1B	ETV6	P41212	0.0718	0.3424	Allosteric Regulatory Surface / Novel Epitope	1540.8	0.0	False		None	False		Disordered (158-262)	None	37	8	1	3	0.122	-9.48	16	19	64.0	30.19	0	20	2694.0	28079.7	0	0	None	48	0	0.54	0.39
c2norep270_partner_07_MRPS5	ENSG00000224090	lncRNA-ORF	4	MRPS5	P82675	0.0723	0.4735	Known Macromolecular Subunit Competitor / Adaptor	75.0	100.0	False		None	False		S5 DRBM (218-282)	6RW4; 6RW5; 7P2E; 7PNX; 7PNY; 7PNZ; 7PO0; 7PO1; 7PO2; 7PO3	2	0	0	0	1.0	-9.15	1	2	1.2	30.28	0	2	7952.0	35423.9	0	0	None	207	2	0.72	0.43
c21riboseqorf14_partner_02_CBFB	RUNX1	uORF	1B	CBFB	Q13951	0.0715	0.708	Known Macromolecular Subunit Competitor / Adaptor	1153.1	60.0	False		None	False		N/A	4N9F; 6NIL; 6P59; 8CX0; 8CX1; 8CX2; 8FVI; 8FVJ; 8H0I; 8J62	25	3	0	4	0.185	-11.09	9	15	45.0	24.72	0	15	2312.8	13087.1	0	0	None	95	9	0.82	0.37
c16riboseqorf81_partner_03_CCDC106	RSPRY1	uORF	1B	CCDC106	Q9BWC9	0.0717	0.3375	Peripheral Surface Interaction	207.9	0.0	False		None	False		N/A	None	4	0	0	2	0.667	-9.52	2	3	4.3	28.5	0	1	6784.0	25093.2	0	0	None	0	0	0.63	0.65
c12riboseqorf13_partner_04_PLAC8	ENSG00000272173	lncRNA-ORF	2B	PLAC8	Q9NZF1	0.0715	0.4121	Allosteric Regulatory Surface / Novel Epitope	890.8	0.0	False		None	False		N/A	None	15	3	0	1	0.136	-14.63	11	10	19.3	21.44	0	4	5759.5	7739.3	0	0	None	0	0	0.59	0.44
c22riboseqorf6_partner_05_MECP2	DGCR8	uORF	4	MECP2	P51608	0.0712	0.1888	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.48	0.55
c19norep57_partner_01_RBX1	KEAP1	uoORF	1B	RBX1	P62877	0.0706	0.3743	Active Site Cleft Occlusion / Proximal Inhibitor	1836.4	70.8	False		None	False	5.85	N/A	1LDJ; 1LDK; 1U6G; 29HG; 29HH; 29HI; 2HYE; 3DPL; 3DQV; 3RTR	53	5	1	6	0.123	-10.16	18	24	72.0	22.27	0	30	2479.1	8095.3	0	12	None	93	17	0.54	0.38
c3riboseqorf183_partner_10_PAX5	BCL6	uORF	4	PAX5	Q02548	0.0713	0.1916	Allosteric Regulatory Surface / Novel Epitope	2600.0	2.4	False		None	False		Disordered (1-21); RED subdomain (94-142); Disordered (182-218)	1K78	71	15	1	3	0.089	-11.08	19	42	100.0	30.49	0	36	2432.6	19642.9	0	0	None	44	1	0.45	0.38
c17riboseqorf11_partner_01_RAB9A	SGSM2	uORF	1B	RAB9A	P51151	0.0707	0.6656	Active Site Cleft Occlusion / Proximal Inhibitor	997.9	68.8	False		None	False	6.05	N/A	7E1T	22	2	0	5	0.138	-11.23	10	16	30.3	24.95	0	8	3708.3	12256.7	0	28	None	15	11	0.73	0.38
c14norep27_partner_07_PLIN3	CIDEB	uORF	2B	PLIN3	O60664	0.0708	0.3779	Allosteric Regulatory Surface / Novel Epitope	1804.0	0.0	False		None	False		N/A	None	50	6	1	7	0.123	-19.0	14	29	50.0	29.36	0	24	3989.2	26941.5	0	0	None	0	0	0.57	0.52
c8riboseqorf67_partner_03_PEX13	PEX2	uoORF	1B	PEX13	Q92968	0.071	0.2393	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.61	0.6
c22riboseqorf7_partner_03_PALM	ZDHHC8	uoORF	1B	PALM	O75781	0.0717	0.2288	Allosteric Regulatory Surface / Novel Epitope	3776.9	0.0	False		None	False		Disordered (31-160); Disordered (247-296); Disordered (335-378)	None	78	6	0	8	0.068	-4.6	26	44	31.0	29.01	1	48	9899.9	32244.7	0	0	None	0	0	0.51	0.57
c11riboseqorf59_partner_01_GOLGA7	ZDHHC5	uORF	1B	GOLGA7	Q7Z5G4	0.0704	0.4583	Shared Physiological Complex Interface	1618.6	35.3	False		None	False		N/A	8HF3; 9OA6	42	3	0	8	0.112	-18.83	22	17	44.0	23.99	1	23	4721.3	9627.6	0	0	None	32	6	0.58	0.37
c2riboseqorf19_partner_03_YIPF2	YIPF4	uORF	1B	YIPF2	Q9BWQ6	0.0703	0.4735	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.62	0.7
c1norep108_partner_02_TMEM69	GPBP1L1	uORF	1B	TMEM69	Q5SWH9	0.0703	0.5111	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.71	0.58
c14riboseqorf42_partner_01_ELOC	SOCS4	uORF	1B	ELOC	Q15369	0.0702	0.4662	Known Macromolecular Subunit Competitor / Adaptor	1691.5	100.0	False		None	False		N/A	1LM8; 1LQB; 1VCB; 29HO; 2C9W; 2IZV; 2MA9; 3DCG; 3ZKJ; 3ZNG	34	2	1	8	0.108	-12.13	15	21	42.9	21.94	3	15	4129.1	7601.5	0	0	None	105	21	0.58	0.37
c14norep27_partner_09_BSCL2	CIDEB	uORF	2B	BSCL2	Q96G97	0.0706	0.4282	Peripheral Surface Interaction	56.4	0.0	False		None	False		N/A	None	1	0	0	0	1.0	-10.5	1	1	3.6	30.93	0	0	4272.4	36121.0	0	0	None	37	0	0.72	0.83
c10riboseqorf118_partner_03_CTTN	SHTN1	uORF	4	CTTN	Q14247	0.07	0.1639	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.45	0.72
c19norep76_partner_01_RAB3IP	RAB8A	intORF	1B	RAB3IP	Q96QF0	0.0704	0.344	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.63	0.61
cXriboseqorf30_partner_05_KRTAP4-6	FAM104B	uoORF	1B	KRTAP4-6	Q9BYQ5	0.0698	0.1158	Allosteric Regulatory Surface / Novel Epitope	2937.9	0.0	False		None	False		30 X 5 AA repeats of C-C-[IRQVEL]-[SPTR]-[STVQRCP] (20-173)	None	67	3	0	2	0.058	-17.33	29	40	40.3	26.71	0	46	6460.9	10805.3	0	0	None	0	0	0.3	0.3
c3norep227_partner_02_NECAP1	AP2M1	intORF	1B	NECAP1	Q8NC96	0.0703	0.4298	Peripheral Surface Interaction	716.1	0.0	False		None	False		N/A	None	13	3	0	3	0.232	-10.21	7	8	10.3	28.72	0	5	9213.7	26301.6	0	0	None	15	0	0.81	0.67
c17riboseqorf78_partner_02_IGF1	IGFBP4	uORF	1B	IGF1	P05019	0.0692	0.228	Peripheral Surface Interaction	367.6	0.0	False		None	False		Disordered (119-195)	None	6	0	0	0	0.3	-8.7	5	4	29.4	26.26	0	2	2184.1	15852.2	0	0	None	64	0	0.56	0.5
c7riboseqorf64_partner_01_TVP23B	TMEM60	uoORF	1B	TVP23B	Q9NYZ1	0.0698	0.3997	Allosteric Regulatory Surface / Novel Epitope	2671.1	0.0	False		None	False		N/A	None	56	6	1	13	0.075	-11.47	25	30	32.9	25.63	1	23	8514.2	16476.6	0	0	None	0	0	0.59	0.44
c4riboseqorf57_partner_04_SAR1B	SEC31A	uORF	1B	SAR1B	Q9Y6B6	0.0696	0.5747	Cofactor / Substrate Pocket Competitor	2370.9	0.0	False		None	True	3.74	Mediates recruitment to ER membranes (15-19)	None	56	8	0	2	0.079	-9.77	23	31	44.2	25.69	0	32	6087.7	10452.7	0	24	 (res 58)	0	0	0.64	0.37
c14norep27_partner_06_PLIN1	CIDEB	uORF	2B	PLIN1	O60240	0.0694	0.203	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.43	0.78
c10norep31_partner_03_EIF2S2	CDC123	intORF	1B	EIF2S2	P20042	0.0696	0.3773	Known Macromolecular Subunit Competitor / Adaptor	304.3	100.0	False		None	False		N/A	28ZU; 28ZV; 28ZX; 28ZY; 6K71; 7A09; 7D43; 8PJ1; 8PPL; 9HVE	2	0	0	1	0.5	-10.5	2	2	6.9	28.21	0	1	4155.9	35765.7	0	0	None	96	2	0.67	0.7
c19norep196_partner_03_SCN1B	nan	mixed	1B	SCN1B	Q07699	0.0687	0.4984	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.79	0.73
c11riboseqorf111_partner_01_THAP7	AP002360.1	lncRNA	1B	THAP7	Q9BT49	0.0681	0.3361	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.79	0.81
c16riboseqorf30_partner_01_BIRC7	ZC3H7A	uoORF	1B	BIRC7	Q96CA5	0.0694	0.3464	Peripheral Surface Interaction	147.2	0.0	False		None	False	14.93	N/A	None	1	0	0	0	1.0	-10.0	1	1	2.1	27.78	0	0	6207.1	27098.1	0	4	None	83	0	0.68	0.43
c9riboseqorf81_partner_03_TIMM21	RABEPK	uORF	1B	TIMM21	Q9BVV7	0.0678	0.4664	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.82	0.62
c1riboseqorf26_partner_02_MAX	ZBTB17	uORF	1B	MAX	P61244	0.0688	0.372	Known Macromolecular Subunit Competitor / Adaptor	703.6	77.8	False		None	False		bHLH (23-74); Disordered (1-40); Leucine-zipper (81-102)	1AN2; 1HLO; 1NKP; 1NLW; 1R05; 5EYO; 6G6J; 6G6K; 6G6L; 7RCU	14	2	0	2	0.194	-12.36	8	9	26.7	24.09	0	8	3592.4	16320.3	0	0	None	53	7	0.67	0.4
c16riboseqorf1_partner_01_SNRNP35	SNRNP25	uoORF	1B	SNRNP35	Q16560	0.0678	0.5505	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.83	0.64
c7riboseqorf131_partner_04_PAXX	CYREN	dORF	1B	PAXX	Q9BUH6	0.069	0.4725	Shared Physiological Complex Interface	1491.6	50.0	False		None	False		PISA (37-79)	3WTD; 3WTF; 4WJA; 8BH3; 8BHY; 9CQ3	42	8	0	6	0.124	-10.19	17	20	28.8	27.17	0	15	6560.6	15113.0	0	0	None	86	10	0.66	0.51
c16norep118_partner_03_CHMP1A	IST1	intORF	1B	CHMP1A	Q9HD42	0.0681	0.3185	Known Macromolecular Subunit Competitor / Adaptor	1638.1	90.5	False		None	False		N/A	13GM	31	1	0	17	0.123	-15.84	12	21	30.0	24.79	0	11	3803.0	14982.7	0	0	None	109	19	0.53	0.39
c14riboseqorf40_partner_01_ELOC	SOCS4	uORF	1B	ELOC	Q15369	0.0671	0.4665	Known Macromolecular Subunit Competitor / Adaptor	2067.9	100.0	False		None	False		N/A	1LM8; 1LQB; 1VCB; 29HO; 2C9W; 2IZV; 2MA9; 3DCG; 3ZKJ; 3ZNG	54	8	0	4	0.09	-10.84	23	26	65.7	23.38	0	28	3896.0	7313.0	0	0	None	105	26	0.59	0.37
c21riboseqorf14_partner_05_GATA2	RUNX1	uORF	1B	GATA2	P23769	0.0672	0.173	Peripheral Surface Interaction	463.4	0.0	False		None	False		N/A	None	7	0	0	2	0.438	-10.02	4	4	20.0	30.89	0	2	2315.6	25044.4	0	0	None	0	0	0.44	0.73
c9norep103_partner_02_GPKOW	nan	mixed	1B	GPKOW	Q92917	0.0676	0.2623	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.56	0.63
c11norep46_partner_03_BLOC1S3	HPS5	intORF	1B	BLOC1S3	Q6QNY0	0.0671	0.2868	Peripheral Surface Interaction	404.2	0.0	False		None	False		N/A	None	5	0	0	1	0.25	-9.15	4	5	10.0	26.8	0	3	5424.9	22300.9	0	0	None	0	0	0.63	0.6
c16riboseqorf104_partner_04_SRSF1	PSKH1	uORF	1B	SRSF1	Q07955	0.0667	0.2914	Peripheral Surface Interaction	633.6	0.0	False		None	False		RRM 1 (16-91)	None	15	0	2	0	0.312	-8.12	6	8	18.2	24.55	1	6	4121.2	19180.8	0	0	None	71	0	0.6	0.46
c6riboseqorf6_partner_02_KCTD1	TFAP2A	uORF	1B	KCTD1	Q719H9	0.067	0.4404	Known Macromolecular Subunit Competitor / Adaptor	1250.9	69.2	False		None	False	66.61	BTB (30-100); Disordered (1-25)	5BXB; 5BXD; 6S4L; 9FOI; 9FQ1	31	5	0	0	0.159	-11.65	15	13	30.6	26.92	0	16	6002.4	18555.8	0	1	None	121	9	0.75	0.47
c12norep43_partner_02_LMNTD1	IRAG2	uORF	1B	LMNTD1	Q8N9Z9	0.0663	0.3426	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.59	0.51
c1norep256_partner_02_SERBP1	PRRC2C	intORF	1B	SERBP1	Q8NC51	0.0672	0.1144	Peripheral Surface Interaction	184.4	0.0	False		None	False		Disordered (33-292)	None	3	0	0	1	0.5	-10.02	2	3	5.9	30.52	0	1	3923.4	35109.6	0	0	None	11	0	0.44	0.69
c4riboseqorf2_partner_03_KLF3	CTBP1	uORF	1B	KLF3	P57682	0.0663	0.2687	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.67	0.56
c4riboseqorf60_partner_03_PLEKHA2	PTPN13	uORF	1B	PLEKHA2	Q9HB19	0.066	0.2764	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.65	0.77
c16norep21_partner_02_GPKOW	nan	mixed	1B	GPKOW	Q92917	0.0664	0.2734	Peripheral Surface Interaction	95.9	0.0	False		None	False		KOW 2 (415-442)	None	2	0	0	0	1.0	-9.15	2	1	7.1	30.85	0	1	3086.9	33617.0	0	0	None	31	0	0.56	0.57
c2norep251_partner_02_BTC	ERBB4	uoORF	1B	BTC	P35070	0.0655	0.3653	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.77	0.78
c3norep215_partner_09_JUN	TBL1XR1	uORF	2B	JUN	P05412	0.0659	0.2261	Shared Physiological Complex Interface	823.9	55.6	False		None	False		bZIP (252-315); Interaction with PAGE4 (150-223); Basic motif (252-279)	1A02; 1FOS; 1JNM; 1S9K; 1T2K; 5T01	12	2	0	4	0.222	-10.11	6	9	33.3	29.95	0	3	2869.8	23096.2	0	0	None	39	5	0.47	0.25
c2riboseqorf140_partner_02_RAMP2	CALCRL	uORF	1B	RAMP2	O60895	0.0651	0.3889	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.71	0.58
c11norep50_partner_01_CNN1	NAV2-AS2	lncRNA-ORF	4	CNN1	P51911	0.067	0.319	Allosteric Regulatory Surface / Novel Epitope	6776.8	0.0	False		None	False		Calponin-homology (CH) (28-131)	None	184	17	5	14	0.035	-20.13	68	77	66.0	29.04	3	103	9047.3	18316.4	0	0	None	0	0	0.5	0.37
c19norep57_partner_02_SQSTM1	KEAP1	uoORF	1B	SQSTM1	Q13501	0.0653	0.2504	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.55	0.68
c8riboseqorf53_partner_01_BPIFA2	MTFR1	uoORF	1B	BPIFA2	Q96DR5	0.0654	0.4157	Allosteric Regulatory Surface / Novel Epitope	1062.2	0.0	False		None	False		N/A	None	18	4	0	6	0.149	-11.09	11	11	37.9	27.66	0	5	3133.4	15133.1	0	0	None	0	0	0.51	0.38
c12norep43_partner_01_SYNE4	IRAG2	uORF	1B	SYNE4	Q8N205	0.0656	0.2957	Peripheral Surface Interaction	124.3	0.0	False		None	False		Disordered (1-91)	None	1	0	0	0	1.0	-10.0	1	1	4.2	29.0	0	1	3898.5	44433.0	0	0	None	27	0	0.57	0.61
c14riboseqorf97_partner_01_PTS	PTPN21	uORF	2B	PTS	Q03393	0.0648	0.7396	Known Macromolecular Subunit Competitor / Adaptor	825.5	81.8	False	10.66	None	False	12.54	N/A	3I2B	17	1	2	2	0.172	-10.24	9	11	36.0	22.6	0	9	3333.6	9184.1	3	3	None	33	9	0.83	0.31
c5riboseqorf131_partner_02_PRR5	PRR7	uORF	1B	PRR5	P85299	0.0657	0.4332	Allosteric Regulatory Surface / Novel Epitope	999.2	0.0	False		None	False		Interaction with RICTOR (188-218); Disordered (254-388)	None	26	3	1	0	0.186	-8.85	10	14	19.2	30.14	0	12	6693.8	27974.9	0	0	None	0	0	0.6	0.57
c17riboseqorf78_partner_08_IL6	IGFBP4	uORF	1B	IL6	P05231	0.0645	0.6983	Shared Physiological Complex Interface	253.7	50.0	False		None	False		N/A	4CNI; 8D82; 8QY5; 8QY6; 8YWR	5	0	0	0	0.417	-11.0	3	4	17.6	25.99	0	4	2675.5	15633.3	0	0	None	143	2	0.81	0.76
c17riboseqorf38_partner_02_GPS2	NCOR1	uORF	1B	GPS2	Q13227	0.0643	0.234	Non-Interacting / Dissociated	0.0	0.0	False		None	False		N/A	None	0	0	0	0	0.0	0.0	0	0	0.0		0	0			0	0	None	0	0	0.52	0.75
c17norep126_partner_01_MEAF6	MBTD1	intORF	1B	MEAF6	Q9HAF1	0.0647	0.2583	Allosteric Regulatory Surface / Novel Epitope	1080.9	0.0	False		None	False		Disordered (104-191)	None	25	3	0	1	0.12	-10.13	13	16	17.6	28.51	0	11	6262.8	17735.2	0	0	None	0	0	0.5	0.46
c6riboseqorf139_partner_02_GADD45B	MAP3K4-AS1	lncRNA-ORF	1B	GADD45B	O75293	0.0643	0.4779	Peripheral Surface Interaction	650.8	0.0	False		None	False		N/A	None	15	1	0	0	0.312	-10.1	8	6	13.8	23.03	0	9	5687.2	9946.3	0	0	None	0	0	0.61	0.46
c21norep46_partner_01_ERVH48-1	ERVH48-1	lncRNA	1A	ERVH48-1	M5A8F1	0.0647	0.1667	Shared Physiological Complex Interface	2294.6	30.8	False		None	False		Important for receptor recognition (61-138)	8OUI	63	14	0	2	0.101	-19.49	24	26	15.0	26.22	1	27	12005.0	11898.1	0	0	None	37	8	0.38	0.42
