uniprot_id	entry_name	gene_symbol	protein_name	pe_level	length
Q8IX95	CTGE3_HUMAN	CTAGE3P	Putative cTAGE family member 3	5	158
Q8N1T3	MYO1H_HUMAN	MYO1H	Unconventional myosin-Ih	1	1032
Q8NAP1	CAST3_HUMAN	CASTOR3P	Putative protein CASTOR3P	5	163
Q8NCG7	DGLB_HUMAN	DAGLB	Diacylglycerol lipase-beta	1	672
Q8NGN7	O10D4_HUMAN	OR10D4P	Putative olfactory receptor 10D4	5	298
Q8NHY3	GA2L2_HUMAN	GAS2L2	GAS2-like protein 2	1	880
Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	1	318
Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	1	209
Q8WU49	CG033_HUMAN	C7orf33	Uncharacterized protein C7orf33	2	177
Q8WUA8	TSK_HUMAN	TSKU	Tsukushi	1	353
Q969T7	5NT3B_HUMAN	NT5C3B	7-methylguanosine phosphate-specific 5'-nucleotidase	1	300
Q969V5	MUL1_HUMAN	MUL1	Mitochondrial ubiquitin ligase activator of NFKB 1	1	352
Q96B49	TOM6_HUMAN	TOMM6	Mitochondrial import receptor subunit TOM6 homolog	1	74
Q96CS3	FAF2_HUMAN	FAF2	FAS-associated factor 2	1	445
Q96FK6	WDR89_HUMAN	WDR89	WD repeat-containing protein 89	1	387
Q96J87	CELF6_HUMAN	CELF6	CUGBP Elav-like family member 6	1	481
Q96QP1	ALPK1_HUMAN	ALPK1	Alpha-protein kinase 1	1	1244
Q96T37	RBM15_HUMAN	RBM15	RNA-binding protein 15	1	977
Q99767	APBA2_HUMAN	APBA2	Amyloid-beta A4 precursor protein-binding family A member 2	1	749
Q99954	SMR3A_HUMAN	SMR3A	Submaxillary gland androgen-regulated protein 3A	1	134
Q9BV57	MTND_HUMAN	ADI1	Acireductone dioxygenase	1	179
Q9BX10	GTPB2_HUMAN	GTPBP2	GTP-binding protein 2	1	602
Q9H3R5	CENPH_HUMAN	CENPH	Centromere protein H	1	247
Q9H400	LIME1_HUMAN	LIME1	Lck-interacting transmembrane adapter 1	1	295
Q9H4Y5	GSTO2_HUMAN	GSTO2	Glutathione S-transferase omega-2	1	243
Q9HCQ7	NPVF_HUMAN	NPVF	Pro-FMRFamide-related neuropeptide VF	1	196
Q9HD47	MOG1_HUMAN	RANGRF	Ran guanine nucleotide release factor	1	186
Q9HD90	NDF4_HUMAN	NEUROD4	Neurogenic differentiation factor 4	1	331
Q9HDC5	JPH1_HUMAN	JPH1	Junctophilin-1	1	661
Q9NNX6	CD209_HUMAN	CD209	CD209 antigen	1	404
Q9NPC2	KCNK9_HUMAN	KCNK9	Potassium channel subfamily K member 9	1	374
Q9NWQ9	CN119_HUMAN	C14orf119	Uncharacterized protein C14orf119	1	140
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	1	153
Q9NZ09	UBAP1_HUMAN	UBAP1	Ubiquitin-associated protein 1	1	502
Q9P266	JCAD_HUMAN	JCAD	Junctional cadherin 5-associated protein	1	1359
Q9UH03	SEPT3_HUMAN	SEPTIN3	Neuronal-specific septin-3	1	358
Q9UKW4	VAV3_HUMAN	VAV3	Guanine nucleotide exchange factor VAV3	1	847
Q9ULK4	MED23_HUMAN	MED23	Mediator of RNA polymerase II transcription subunit 23	1	1368
Q9Y5V0	ZN706_HUMAN	ZNF706	Transcriptional regulator ZNF706	1	76
Q9Y624	JAM1_HUMAN	F11R	Junctional adhesion molecule A	1	299
Q9Y679	AUP1_HUMAN	AUP1	Lipid droplet-regulating VLDL assembly factor AUP1	1	410
Q9Y6F7	CDY2_HUMAN	CDY2A	Testis-specific chromodomain protein Y 2	1	541
A0A075B6I3	LVK55_HUMAN	IGLV11-55	Probable non-functional immunoglobulin lambda variable 11-55	1	123
A0A0A6YYJ7	TVA83_HUMAN	TRAV8-3	T cell receptor alpha variable 8-3	1	113
A0A0U1RR37	CA232_HUMAN	C1orf232	Uncharacterized protein C1orf232	4	186
A2RUS2	DEND3_HUMAN	DENND3	DENN domain-containing protein 3	1	1198
A6NGK3	GAG10_HUMAN	GAGE10	G antigen 10	1	116
A6NLX4	TM210_HUMAN	TMEM210	Transmembrane protein 210	1	147
O00155	GPR25_HUMAN	GPR25	C-X-C chemokine receptor GPR25	1	361
O15225	INE1_HUMAN	INE1	Putative inactivation escape 1 protein	5	51
O15444	CCL25_HUMAN	CCL25	C-C motif chemokine 25	1	150
O43933	PEX1_HUMAN	PEX1	Peroxisomal ATPase PEX1	1	1283
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	1	97
O60739	EIF1B_HUMAN	EIF1B	Eukaryotic translation initiation factor 1b	1	113
O60741	HCN1_HUMAN	HCN1	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1	1	890
O75592	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	1	4678
P02814	SMR3B_HUMAN	SMR3B	Submaxillary gland androgen-regulated protein 3B	1	79
P04179	SODM_HUMAN	SOD2	Superoxide dismutase [Mn], mitochondrial	1	222
P04808	REL1_HUMAN	RLN1	Prorelaxin H1	1	185
P08151	GLI1_HUMAN	GLI1	Transcription activator GLI1	1	1106
P08922	ROS1_HUMAN	ROS1	Proto-oncogene tyrosine-protein kinase ROS	1	2347
P0CG22	DR4L1_HUMAN	DHRS4L1	Putative dehydrogenase/reductase SDR family member 4-like 1	5	281
P0DJR0	GIMD1_HUMAN	GIMD1	GTPase IMAP family member GIMD1	1	217
P0DPF4	TVA35_HUMAN	TRAV35	T cell receptor alpha variable 35	3	110
P14384	CBPM_HUMAN	CPM	Carboxypeptidase M	1	443
P32238	CCKAR_HUMAN	CCKAR	Cholecystokinin receptor type A	1	428
P46977	STT3A_HUMAN	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	1	705
P47898	5HT5A_HUMAN	HTR5A	5-hydroxytryptamine receptor 5A	1	357
P54098	DPOG1_HUMAN	POLG	DNA polymerase subunit gamma-1	1	1239
P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	1	925
Q03924	ZN117_HUMAN	ZNF117	Zinc finger protein 117	1	483
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	1	1270
Q13046	PSG7_HUMAN	PSG7	Pregnancy-specific beta-1-glycoprotein 7	1	419
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	1	472
Q13588	GRAP_HUMAN	GRAP	GRB2-related adapter protein	1	217
Q13609	DNSL3_HUMAN	DNASE1L3	Deoxyribonuclease gamma	1	305
Q15058	KIF14_HUMAN	KIF14	Kinesin-like protein KIF14	1	1648
Q15329	E2F5_HUMAN	E2F5	Transcription factor E2F5	1	346
Q15569	TESK1_HUMAN	TESK1	Dual specificity testis-specific protein kinase 1	1	626
Q17RW2	COOA1_HUMAN	COL24A1	Collagen alpha-1(XXIV) chain	1	1714
Q3LI76	KR151_HUMAN	KRTAP15-1	Keratin-associated protein 15-1	1	137
Q4L180	FIL1L_HUMAN	FILIP1L	Filamin A-interacting protein 1-like	1	1135
Q5JPB2	ZN831_HUMAN	ZNF831	Zinc finger protein 831	1	1677
Q5SRR4	LY65C_HUMAN	LY6G5C	Lymphocyte antigen 6 complex locus protein G5c	1	150
Q5UCC4	EMC10_HUMAN	EMC10	ER membrane protein complex subunit 10	1	262
Q5XLA6	CAR17_HUMAN	CARD17P	Putative caspase recruitment domain-containing protein 17P	5	110
Q6ICL7	S35E4_HUMAN	SLC35E4	Solute carrier family 35 member E4	1	350
Q6PIV7	S2534_HUMAN	SLC25A34	Solute carrier family 25 member 34	1	304
Q6ZN03	CU136_HUMAN	LINC00322	Putative uncharacterized protein encoded by LINC00322	5	302
Q6ZSJ8	CA122_HUMAN	C1orf122	Uncharacterized protein C1orf122	1	110
Q6ZV73	FGD6_HUMAN	FGD6	FYVE, RhoGEF and PH domain-containing protein 6	1	1430
Q76NI1	KNDC1_HUMAN	KNDC1	Kinase non-catalytic C-lobe domain-containing protein 1	1	1749
Q86X29	LSR_HUMAN	LSR	Lipolysis-stimulated lipoprotein receptor	1	649
Q8IW35	CEP97_HUMAN	CEP97	Centrosomal protein of 97 kDa	1	865
Q8N0V1	ZNAS1_HUMAN	ZNF295-AS1	Putative uncharacterized protein ZNF295-AS1	5	137
Q8N0W4	NLGNX_HUMAN	NLGN4X	Neuroligin-4, X-linked	1	816
Q8N0Z8	PUSL1_HUMAN	PUSL1	tRNA pseudouridine synthase-like 1	1	303
Q8N162	OR8H2_HUMAN	OR8H2	Olfactory receptor 8H2	3	312
Q8N257	H2B3B_HUMAN	H2BC26	Histone H2B type 3-B	1	126
Q8N3S3	PHTF2_HUMAN	PHTF2	Protein PHTF2	1	785
Q8N3Z6	ZCHC7_HUMAN	ZCCHC7	Zinc finger CCHC domain-containing protein 7	1	543
Q8N412	STPG2_HUMAN	STPG2	Sperm-tail PG-rich repeat-containing protein 2	1	459
Q8N6D2	RN182_HUMAN	RNF182	E3 ubiquitin-protein ligase RNF182	1	247
Q8N6M9	ZFN2A_HUMAN	ZFAND2A	AN1-type zinc finger protein 2A	1	145
Q8TBE3	FNDC9_HUMAN	FNDC9	Fibronectin type III domain-containing protein 9	1	224
Q8TCG2	P4K2B_HUMAN	PI4K2B	Phosphatidylinositol 4-kinase type 2-beta	1	481
Q8TDQ7	GNPI2_HUMAN	GNPDA2	Glucosamine-6-phosphate deaminase 2	1	276
Q8WU03	GLYL2_HUMAN	GLYATL2	Glycine N-acyltransferase-like protein 2	1	294
Q96BH3	ESPB1_HUMAN	ELSPBP1	Epididymal sperm-binding protein 1	1	223
Q96BM9	ARL8A_HUMAN	ARL8A	ADP-ribosylation factor-like protein 8A	1	186
Q96CV9	OPTN_HUMAN	OPTN	Optineurin	1	577
Q96DA0	PAUF_HUMAN	ZG16B	Pancreatic adenocarcinoma up-regulated factor	1	172
Q96HY6	DDRGK_HUMAN	DDRGK1	DDRGK domain-containing protein 1	1	314
Q96LC9	BMF_HUMAN	BMF	Bcl-2-modifying factor	1	184
Q96M86	DNHD1_HUMAN	DNHD1	Dynein heavy chain domain-containing protein 1	1	4753
Q96M95	CCD42_HUMAN	CCDC42	Coiled-coil domain-containing protein 42	1	316
Q96MS0	ROBO3_HUMAN	ROBO3	Roundabout homolog 3	1	1386
Q96N96	SPT13_HUMAN	SPATA13	Spermatogenesis-associated protein 13	1	652
Q96P56	CTSR2_HUMAN	CATSPER2	Cation channel sperm-associated protein 2	1	530
Q99466	NOTC4_HUMAN	NOTCH4	Neurogenic locus notch homolog protein 4	1	2003
Q99504	EYA3_HUMAN	EYA3	Protein phosphatase EYA3	1	573
Q9BYR9	KRA24_HUMAN	KRTAP2-4	Keratin-associated protein 2-4	1	128
Q9BZK8	OCR1_HUMAN	OCR1	Ovarian cancer-related protein 1	4	76
Q9H0J4	QRIC2_HUMAN	QRICH2	Glutamine-rich protein 2	1	1663
Q9H8M2	BRD9_HUMAN	BRD9	Bromodomain-containing protein 9	1	597
Q9HBM1	SPC25_HUMAN	SPC25	Kinetochore protein Spc25	1	224
Q9HBX9	RXFP1_HUMAN	RXFP1	Relaxin receptor 1	1	757
Q9HBZ2	ARNT2_HUMAN	ARNT2	Aryl hydrocarbon receptor nuclear translocator 2	1	717
Q9NQV8	PRDM8_HUMAN	PRDM8	PR domain zinc finger protein 8	1	689
Q9NS18	GLRX2_HUMAN	GLRX2	Glutaredoxin-2, mitochondrial	1	164
Q9NS84	CHST7_HUMAN	CHST7	Carbohydrate sulfotransferase 7	1	486
Q9NSC5	HOME3_HUMAN	HOMER3	Homer protein homolog 3	1	361
Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	1	282
Q9NWB7	IFT57_HUMAN	IFT57	Intraflagellar transport protein 57 homolog	1	429
Q9NX65	ZSC32_HUMAN	ZSCAN32	Zinc finger and SCAN domain-containing protein 32	1	697
Q9NYC9	DYH9_HUMAN	DNAH9	Dynein axonemal heavy chain 9	1	4486
Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	1	1490
Q9NZC2	TREM2_HUMAN	TREM2	Triggering receptor expressed on myeloid cells 2	1	230
Q9P2S5	WRP73_HUMAN	WRAP73	WD repeat-containing protein WRAP73	1	460
Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	1	717
Q9UKN7	MYO15_HUMAN	MYO15A	Unconventional myosin-XV	1	3530
A0A1W2PQC6	S72L4_HUMAN	SSU72L4	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 4	3	194
A0A3B3IT45	O51C1_HUMAN	OR51C1	Olfactory receptor OR51C1	3	312
A6NGA9	TM202_HUMAN	TMEM202	Transmembrane protein 202	4	273
B2RNN3	C1T9B_HUMAN	C1QTNF9B	Complement C1q and tumor necrosis factor-related protein 9B	1	333
O00339	MATN2_HUMAN	MATN2	Matrilin-2	1	956
O00468	AGRIN_HUMAN	AGRN	Agrin	1	2068
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	1	444
O14827	RGRF2_HUMAN	RASGRF2	Ras-specific guanine nucleotide-releasing factor 2	1	1237
O15169	AXIN1_HUMAN	AXIN1	Axin-1	1	862
O15318	RPC7_HUMAN	POLR3G	DNA-directed RNA polymerase III subunit RPC7	1	223
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1	392
O43819	SCO2_HUMAN	SCO2	Cytochrome c oxidase assembly factor SCO2	1	266
O75052	CAPON_HUMAN	NOS1AP	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	1	506
O75096	LRP4_HUMAN	LRP4	Low-density lipoprotein receptor-related protein 4	1	1905
P01019	ANGT_HUMAN	AGT	Angiotensinogen	1	476
P04001	OPSG_HUMAN	OPN1MW	Medium-wave-sensitive opsin 1	1	364
P08246	ELNE_HUMAN	ELANE	Neutrophil elastase	1	267
P08582	TRFM_HUMAN	MELTF	Melanotransferrin	1	738
P0CG21	NHLC4_HUMAN	NHLRC4	NHL-repeat-containing protein 4	1	123
P0DJD0	RGPD1_HUMAN	RGPD1	RANBP2-like and GRIP domain-containing protein 1	2	1748
P0DMW4	SIL2A_HUMAN	SMIM10L2A	Small integral membrane protein 10-like protein 2A	4	78
P0DPD8	EFCE2_HUMAN	EEF1AKMT4-ECE2	EEF1AKMT4-ECE2 readthrough transcript protein	1	883
P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	1	573
P12532	KCRU_HUMAN	CKMT1A	Creatine kinase U-type, mitochondrial	1	417
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	1	412
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	1	327
P17020	ZNF16_HUMAN	ZNF16	Zinc finger protein 16	1	682
P21810	PGS1_HUMAN	BGN	Biglycan	1	368
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	1	276
P35443	TSP4_HUMAN	THBS4	Thrombospondin-4	1	961
P57075	UBS3A_HUMAN	UBASH3A	Ubiquitin-associated and SH3 domain-containing protein A	1	661
P59510	ATS20_HUMAN	ADAMTS20	A disintegrin and metalloproteinase with thrombospondin motifs 20	1	1910
P61073	CXCR4_HUMAN	CXCR4	C-X-C chemokine receptor type 4	1	352
P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	1	216
P78356	PI42B_HUMAN	PIP4K2B	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	1	416
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	1	699
Q12796	PNRC1_HUMAN	PNRC1	Proline-rich nuclear receptor coactivator 1	1	327
Q13278	RIG_HUMAN	RIG	Putative protein RIG	5	110
Q13394	MB211_HUMAN	MAB21L1	Putative nucleotidyltransferase MAB21L1	1	359
Q13477	MADCA_HUMAN	MADCAM1	Mucosal addressin cell adhesion molecule 1	1	382
Q2KHR3	QSER1_HUMAN	QSER1	Glutamine and serine-rich protein 1	1	1735
Q5TCX8	M3K21_HUMAN	MAP3K21	Mitogen-activated protein kinase kinase kinase 21	1	1036
Q5VWN6	TASO2_HUMAN	TASOR2	Protein TASOR 2	1	2430
Q6AW86	Z324B_HUMAN	ZNF324B	Zinc finger protein 324B	1	544
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	1	609
Q6P0N0	M18BP_HUMAN	MIS18BP1	Mis18-binding protein 1	1	1132
Q6P2I7	EBLN2_HUMAN	EBLN2	Endogenous Bornavirus-like nucleoprotein 2	2	272
Q6WRI0	IGS10_HUMAN	IGSF10	Immunoglobulin superfamily member 10	1	2623
Q6ZN17	LN28B_HUMAN	LIN28B	Protein lin-28 homolog B	1	250
Q6ZV70	LANC3_HUMAN	LANCL3	LanC-like protein 3	1	420
Q6ZWB6	KCTD8_HUMAN	KCTD8	BTB/POZ domain-containing protein KCTD8	1	473
Q71SY5	MED25_HUMAN	MED25	Mediator of RNA polymerase II transcription subunit 25	1	747
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	1	1253
Q7Z340	ZN551_HUMAN	ZNF551	Zinc finger protein 551	1	670
Q7Z4H7	HAUS6_HUMAN	HAUS6	HAUS augmin-like complex subunit 6	1	955
Q7Z6L1	TCPR1_HUMAN	TECPR1	Tectonin beta-propeller repeat-containing protein 1	1	1165
Q8IXF9	AQ12A_HUMAN	AQP12A	Putative aquaporin-12A	2	295
Q8IY81	SPB1_HUMAN	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	1	847
Q8IYF3	TEX11_HUMAN	TEX11	Testis-expressed protein 11	1	940
Q8IYP9	ZDH23_HUMAN	ZDHHC23	Palmitoyltransferase ZDHHC23	1	409
Q8N201	INT1_HUMAN	INTS1	Integrator complex subunit 1	1	2190
Q8N2A0	CX062_HUMAN	LINC00269	Putative uncharacterized protein encoded by LINC00269	5	174
Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2	1	135
Q8N5R6	CCD33_HUMAN	CCDC33	Coiled-coil domain-containing protein 33	1	958
Q8N9F8	ZN454_HUMAN	ZNF454	Zinc finger protein 454	1	522
Q8TDH9	BL1S5_HUMAN	BLOC1S5	Biogenesis of lysosome-related organelles complex 1 subunit 5	1	187
Q8TDM6	DLG5_HUMAN	DLG5	Disks large homolog 5	1	1919
Q8WU79	SMAP2_HUMAN	SMAP2	Stromal membrane-associated protein 2	1	429
Q96KN3	PKNX2_HUMAN	PKNOX2	Homeobox protein PKNOX2	1	472
Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27	1	541
Q96MZ0	GD1L1_HUMAN	GDAP1L1	Ganglioside-induced differentiation-associated protein 1-like 1	1	367
Q96PY5	FMNL2_HUMAN	FMNL2	Formin-like protein 2	1	1086
Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	1	98
Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain	1	3063
Q99808	S29A1_HUMAN	SLC29A1	Equilibrative nucleoside transporter 1	1	456
Q99983	OMD_HUMAN	OMD	Osteomodulin	1	421
Q9BU20	CPLN2_HUMAN	CPLANE2	Ciliogenesis and planar polarity effector 2	1	258
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	1	514
Q9BZW5	TM6S1_HUMAN	TM6SF1	Transmembrane 6 superfamily member 1	1	370
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	1	658
Q9H255	O51E2_HUMAN	OR51E2	Olfactory receptor 51E2	1	320
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	1	476
Q9H4L7	SMRCD_HUMAN	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	1	1026
Q9H5Y7	SLIK6_HUMAN	SLITRK6	SLIT and NTRK-like protein 6	1	841
Q9NNX9	VCX3_HUMAN	VCX3A	Variable charge X-linked protein 3	2	186
Q9NS28	RGS18_HUMAN	RGS18	Regulator of G protein signaling 18	1	235
Q9NUA8	ZBT40_HUMAN	ZBTB40	Zinc finger and BTB domain-containing protein 40	1	1239
Q9NVX0	HAUS2_HUMAN	HAUS2	HAUS augmin-like complex subunit 2	1	235
Q9NXC2	GFOD1_HUMAN	GFOD1	Glucose-fructose oxidoreductase domain-containing protein 1	1	390
Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	1	423
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	1	547
Q9P225	DYH2_HUMAN	DNAH2	Dynein axonemal heavy chain 2	1	4427
Q9P2H0	CE126_HUMAN	CEP126	Centrosomal protein of 126 kDa	1	1117
Q9UHG2	PCS1N_HUMAN	PCSK1N	ProSAAS	1	260
Q9UI26	IPO11_HUMAN	IPO11	Importin-11	1	975
Q9Y3E5	PTH2_HUMAN	PTRH2	Peptidyl-tRNA hydrolase 2, mitochondrial	1	179
Q9Y653	AGRG1_HUMAN	ADGRG1	Adhesion G protein-coupled receptor G1	1	693
A0A0K0K1G6	TVBJ3_HUMAN	TRBV10-3	T cell receptor beta variable 10-3	1	114
A5D8T8	CL18A_HUMAN	CLEC18A	C-type lectin domain family 18 member A	1	446
A6NC05	YD286_HUMAN	C5orf63	Glutaredoxin-like protein C5orf63	1	138
A6NCJ1	TKTI1_HUMAN	TEKTIP1	Tektin bundle-interacting protein 1	1	209
A6NEE1	PLHD1_HUMAN	PLEKHD1	Pleckstrin homology domain-containing family D member 1	1	506
A6NIN4	RN227_HUMAN	RNF227	RING finger protein 227	1	190
A8MYJ7	TTC34_HUMAN	TTC34	Tetratricopeptide repeat protein 34	1	566
B2RUY7	VWC2L_HUMAN	VWC2L	von Willebrand factor C domain-containing protein 2-like	1	222
B8ZZ34	SHSA8_HUMAN	SHISA8	Protein shisa-8	1	397
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	1	422
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	156
O15018	PDZD2_HUMAN	PDZD2	PDZ domain-containing protein 2	1	2839
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	1	1338
O43316	PAX4_HUMAN	PAX4	Paired box protein Pax-4	1	350
O43908	NKG2F_HUMAN	KLRC4	NKG2-F type II integral membrane protein	2	158
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	1	435
O60248	SOX15_HUMAN	SOX15	Transcription factor SOX-15	1	233
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	1	962
O95379	TFIP8_HUMAN	TNFAIP8	Tumor necrosis factor alpha-induced protein 8	1	198
O95803	NDST3_HUMAN	NDST3	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3	1	873
O95976	IGSF6_HUMAN	IGSF6	Immunoglobulin superfamily member 6	1	241
P04424	ARLY_HUMAN	ASL	Argininosuccinate lyase	1	464
P06028	GLPB_HUMAN	GYPB	Glycophorin-B	1	91
P0C5Y9	H2AB1_HUMAN	H2AB1	Histone H2A-Bbd type 1	1	115
P0C7M4	RHF2B_HUMAN	RHOXF2B	Rhox homeobox family member 2B	1	288
P0CH98	F106C_HUMAN	FAM106C	Protein FAM106C	3	169
P10242	MYB_HUMAN	MYB	Transcriptional activator Myb	1	640
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	1	282
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	1	892
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	1	111
P30968	GNRHR_HUMAN	GNRHR	Gonadotropin-releasing hormone receptor	1	328
P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1	1	386
P36383	CXG1_HUMAN	GJC1	Gap junction gamma-1 protein	1	396
P49406	RM19_HUMAN	MRPL19	Large ribosomal subunit protein bL19m	1	292
P58317	ZN121_HUMAN	ZNF121	Zinc finger protein 121	1	390
P59646	FXYD4_HUMAN	FXYD4	FXYD domain-containing ion transport regulator 4	1	89
Q00722	PLCB2_HUMAN	PLCB2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	1	1185
Q05BQ5	MBTD1_HUMAN	MBTD1	MBT domain-containing protein 1	1	628
Q14242	SELPL_HUMAN	SELPLG	P-selectin glycoprotein ligand 1	1	412
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	1	1220
Q15270	NKX11_HUMAN	NKX1-1	NK1 transcription factor-related protein 1	2	448
Q16612	NREP_HUMAN	NREP	Neuronal regeneration-related protein	1	68
Q3LI60	KR203_HUMAN	KRTAP20-3	Keratin-associated protein 20-3	3	44
Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12	1	195
Q3SXM5	HSDL1_HUMAN	HSDL1	Inactive hydroxysteroid dehydrogenase-like protein 1	1	330
Q53FP2	NACHO_HUMAN	TMEM35A	Novel acetylcholine receptor chaperone	1	167
Q5CZC0	FSIP2_HUMAN	FSIP2	Fibrous sheath-interacting protein 2	1	6907
Q5T2D2	TRML2_HUMAN	TREML2	Trem-like transcript 2 protein	1	321
Q5T2R2	DPS1_HUMAN	PDSS1	All trans-polyprenyl-diphosphate synthase PDSS1	1	415
Q5T9G4	ARM12_HUMAN	ARMC12	Armadillo repeat-containing protein 12	1	340
Q5W0B1	OBI1_HUMAN	OBI1	ORC ubiquitin ligase 1	1	726
Q6B8I1	DS13A_HUMAN	DUSP13A	Dual specificity protein phosphatase 13A	1	188
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	1	255
Q6IMI6	ST1C3_HUMAN	SULT1C3	Sulfotransferase 1C3	1	304
Q6ZRC1	CD050_HUMAN	C4orf50	Uncharacterized protein C4orf50	2	1508
Q70CQ1	UBP49_HUMAN	USP49	Ubiquitin carboxyl-terminal hydrolase 49	1	688
Q75VX8	GARE2_HUMAN	GAREM2	GRB2-associated and regulator of MAPK protein 2	1	874
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	1	1761
Q7Z4N8	P4HA3_HUMAN	P4HA3	Prolyl 4-hydroxylase subunit alpha-3	1	544
Q7Z5S9	TM144_HUMAN	TMEM144	Transmembrane protein 144	1	345
Q7Z6G8	ANS1B_HUMAN	ANKS1B	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	1	1248
Q86UF4	CC190_HUMAN	CCDC190	Coiled-coil domain-containing protein 190	1	302
Q8IVF5	TIAM2_HUMAN	TIAM2	Rho guanine nucleotide exchange factor TIAM2	1	1701
Q8IWL3	HSC20_HUMAN	HSCB	Iron-sulfur cluster co-chaperone protein HscB	1	235
Q8IYX4	DND1_HUMAN	DND1	Dead end protein homolog 1	1	353
Q8N2U9	S66A2_HUMAN	SLC66A2	Solute carrier family 66 member 2	1	271
Q8N3J3	HROB_HUMAN	HROB	Homologous recombination OB-fold protein	1	647
Q8NB78	KDM1B_HUMAN	KDM1B	Lysine-specific histone demethylase 2	1	822
Q8NEM2	SHCBP_HUMAN	SHCBP1	SHC SH2 domain-binding protein 1	1	672
Q8NG98	OR7D4_HUMAN	OR7D4	Olfactory receptor 7D4	1	312
Q8WWW8	GAB3_HUMAN	GAB3	GRB2-associated-binding protein 3	1	586
Q8WYK0	ACO12_HUMAN	ACOT12	Acetyl-coenzyme A thioesterase	1	555
Q96A32	MYL11_HUMAN	MYL11	Myosin regulatory light chain 11	1	169
